"indexes";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
199;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Nvidia";"windows";2.5;55678.0
200;"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"windows";2.7;98302.0
201;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";2.1;26267.0
202;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";2.2;39534.0
203;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"windows";3.2;93187.0
204;"Dell";"Workstation";15.6;3840;2160;0;"Intel";"Xeon E3-1505M";3.0;16;"Hybrid";256;1024;"Nvidia";"windows";2.8;162770.0
205;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"N/A";2.4;74485.0
206;"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i3";2.4;6;"HDD";1024;0;"Intel";"windows";2.3;23390.0
207;"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";1.2;103843.0
208;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";0.0;77203.0
210;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"linux";2.4;41505.0
211;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.9;74965.0
212;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";2.1;18595.0
213;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"N/A";2.2;29251.0
214;"Huawei";"Ultrabook";13.0;2160;1440;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.1;79867.0
215;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"windows";1.4;49651.0
216;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"N/A";2.8;31382.0
217;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Nvidia";"windows";1.6;54932.0
218;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.6;61219.0
219;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;16;"SSD";512;0;"Intel";"windows";1.6;68145.0
220;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";"linux";2.2;36089.0
221;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.7;47899.0
222;"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.2;72621.0
223;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";"windows";2.1;42304.0
224;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.4;130874.0
225;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";2.2;44329.0
226;"Dell";"Notebook";15.6;1920;1080;1;"Intel";"Core i7";2.7;16;"HDD";1024;0;"AMD";"windows";2.3;45768.0
227;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.0;40972.0
228;"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";256;500;"Nvidia";"windows";2.7;47472.0
229;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"windows";1.9;67612.0
230;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"windows";2.4;21258.0
231;"HP";"Notebook";15.6;1366;768;0;"AMD";"E-Series 9000e";1.5;4;"HDD";500;0;"AMD";"windows";2.1;17582.0
232;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.2;79867.0
233;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.6;45768.0
234;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.6;36710.0
235;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"AMD";"linux";2.4;47899.0
236;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";2.1;20779.0
237;"Asus";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series A10-9620P";2.5;4;"Hybrid";128;1024;"AMD";"windows";2.2;30636.0
238;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.9;32;"Hybrid";512;1024;"Nvidia";"windows";4.7;207259.0
239;"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.5;45075.0
240;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"SSD";128;0;"Intel";"windows";7.2;31382.0
241;"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.1;61006.0
242;"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";"N/A";2.7;47366.0
243;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.6;46833.0
244;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;57489.0
245;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;2048;"AMD";"windows";2.2;52481.0
246;"HP";"Notebook";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.0;29784.0
247;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.9;16;"SSD";256;0;"Nvidia";"windows";3.6;159787.0
248;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";"windows";1.5;35964.0
249;"Apple";"Ultrabook";13.3;2560;1600;0;"Intel";"Core i5";3.1;8;"SSD";512;0;"Intel";"macos";1.4;108691.0
250;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Intel";"windows";2.1;43636.0
251;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.3;95851.0
252;"Asus";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";"windows";1.7;24988.0
253;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"windows";1.4;98515.0
254;"Acer";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.7;4;"SSD";256;0;"Nvidia";"windows";3.0;37403.0
255;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.4;50563.0
256;"HP";"Notebook";15.6;1366;768;0;"AMD";"A6-Series A6-9220";2.5;8;"SSD";128;0;"AMD";"windows";1.9;23758.0
257;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;16;"HDD";1024;0;"Nvidia";"windows";2.9;56424.0
258;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"windows";4.1;133147.0
259;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";512;0;"Nvidia";"windows";2.0;90523.0
260;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"windows";2.8;60846.0
261;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";256;0;"Intel";"N/A";2.2;23656.0
262;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";"windows";2.1;38468.0
263;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"windows";2.2;35005.0
264;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"windows";2.2;30103.0
265;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";2.7;42571.0
266;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";512;512;"Intel";"windows";4.1;79867.0
268;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Nvidia";"windows";2.5;54239.0
269;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";2.1;46886.0
270;"Apple";"Ultrabook";13.3;2560;1600;0;"Intel";"Core i5";2.9;8;"SSD";512;0;"Intel";"macos";1.4;104370.0
271;"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1700";3.0;16;"Hybrid";256;1024;"AMD";"windows";3.2;82531.0
272;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"linux";2.1;39165.0
273;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.6;16;"SSD";512;0;"Intel";"windows";1.4;133147.0
274;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.5;8;"HDD";500;0;"Nvidia";"windows";2.2;43263.0
275;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;12;"HDD";1024;0;"Intel";"windows";2.3;37992.0
276;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"linux";2.8;58555.0
277;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Nvidia";"windows";2.2;39694.0
278;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"windows";2.8;26054.0
279;"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"HDD";2048;0;"Nvidia";"N/A";2.8;45235.0
280;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i7";2.7;6;"Hybrid";128;1024;"Nvidia";"windows";2.8;45768.0
281;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"linux";2.3;22804.0
282;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.5;44169.0
283;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;6;"SSD";256;0;"Intel";"windows";2.2;30849.0
284;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Nvidia";"windows";3.0;50669.0
285;"Acer";"Notebook";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"HDD";1024;0;"Intel";"windows";2.2;35112.0
286;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";2.0;58448.0
287;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";1.7;52055.0
288;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.5;62817.0
289;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"N/A";2.2;35112.0
290;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.5;2;"SSD";16;0;"Intel";"other";2.2;10603.0
291;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";3.0;63243.0
292;"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Intel";"windows";2.5;26054.0
293;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";2.0;97449.0
294;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";2.1;39374.0
295;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";3.2;69211.0
296;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"linux";2.5;52161.0
297;"Dell";"Workstation";17.3;1920;1080;0;"Intel";"Core i7";2.9;16;"SSD";256;0;"Nvidia";"windows";3.4;153705.0
298;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series 9600P";2.4;6;"HDD";1024;0;"AMD";"windows";2.4;26587.0
299;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"windows";1.6;78215.0
300;"Asus";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";1.3;27120.0
301;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.9;113060.0
302;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Nvidia";"windows";5.8;34579.0
303;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";2048;0;"Nvidia";"N/A";2.2;29251.0
304;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;67399.0
305;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"N/A";2.2;19180.0
306;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.8;16;"SSD";256;0;"Intel";"windows";1.3;105228.0
307;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Nvidia";"windows";2.2;55571.0
308;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.3;43636.0
309;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"windows";1.9;24988.0
310;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.1;53227.0
311;"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i7";1.8;16;"SSD";1024;0;"Intel";"windows";1.2;133147.0
312;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.8;111835.0
313;"Acer";"Notebook";15.6;1920;1080;0;"AMD";"A8-Series 7410";2.2;8;"SSD";256;0;"AMD";"windows";2.2;24988.0
314;"Asus";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";"windows";1.1;14652.0
315;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"windows";2.3;44968.0
316;"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i7";1.8;16;"SSD";1024;0;"Intel";"windows";1.3;130483.0
317;"Lenovo";"Notebook";13.3;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.5;24503.0
318;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.0;52214.0
319;"Acer";"Notebook";11.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";128;0;"Intel";"windows";1.4;25841.0
320;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.5;68838.0
321;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"windows";2.8;31382.0
322;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";2.0;58288.0
323;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Intel";"windows";2.1;48059.0
324;"Acer";"Notebook";15.6;1366;768;0;"AMD";"A12-Series 9720P";2.7;8;"SSD";256;0;"AMD";"windows";2.2;35112.0
325;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.4;15558.0
326;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"windows";8.2;29251.0
327;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";1.7;55939.0
328;"HP";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.3;71129.0
329;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;32;"SSD";1024;0;"Nvidia";"windows";2.1;140606.0
330;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";"windows";2.7;63883.0
331;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.0;50243.0
332;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Intel";"windows";2.0;71076.0
333;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"windows";1.9;23923.0
334;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";2.5;53227.0
335;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.5;67559.0
337;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.8;60952.0
338;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"linux";2.0;14651.0
339;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";"windows";2.0;60886.0
340;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"linux";2.2;14647.0
341;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";3.6;12;"HDD";2048;0;"AMD";"windows";2.2;47899.0
342;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Nvidia";"windows";2.1;38148.0
343;"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;"Intel";"Core i7";1.8;16;"SSD";512;0;"Intel";"windows";1.4;111835.0
344;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";1.2;84129.0
345;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;2048;"Nvidia";"windows";2.4;60153.0
346;"HP";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"windows";1.4;14865.0
347;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.9;16;"SSD";512;256;"Intel";"windows";1.9;85672.0
348;"Asus";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.5;19980.0
349;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"AMD";"windows";0.0;35325.0
351;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.8;69477.0
352;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.7;75072.0
353;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";2.6;92615.0
354;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Nvidia";"windows";2.4;74752.0
355;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;2048;"AMD";"windows";2.0;51730.0
356;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"N/A";2.2;17156.0
357;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.7;53227.0
358;"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"HDD";2048;0;"Intel";"windows";2.4;29697.0
359;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.4;76031.0
360;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";1.9;23390.0
361;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.0;50350.0
362;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;6;"Hybrid";128;1024;"Nvidia";"windows";2.8;38308.0
363;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";1.9;34046.0
364;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Nvidia";"N/A";2.2;26587.0
365;"HP";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;8;"HDD";2048;0;"Intel";"windows";2.0;20726.0
366;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"windows";2.8;57809.0
367;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"N/A";2.4;43104.0
368;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"windows";2.3;47899.0
369;"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;93240.0
370;"Asus";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"Hybrid";512;2048;"Nvidia";"windows";2.3;58555.0
371;"Acer";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"SSD";128;0;"AMD";"windows";2.1;22697.0
372;"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1700";3.0;16;"Hybrid";256;1024;"AMD";"windows";3.3;117163.0
373;"Lenovo";"Notebook";17.3;1600;900;0;"AMD";"A8-Series 7410";2.2;4;"SSD";128;0;"AMD";"windows";2.6;26054.0
374;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";1.6;46301.0
375;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"SSD";256;0;"AMD";"windows";1.9;26053.0
376;"Lenovo";"Netbook";11.6;1366;768;0;"Intel";"Celeron Quad";1.1;4;"SSD";128;0;"Intel";"windows";1.6;29464.0
377;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";1.8;16464.0
378;"Asus";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.5;15238.0
379;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"linux";2.4;45075.0
380;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";3.4;63456.0
381;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"N/A";1.9;21498.0
382;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.3;88178.0
383;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";1.5;58555.0
384;"Asus";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.1;93181.0
385;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.1;121585.0
386;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";1.5;29251.0
387;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"AMD";"windows";2.2;72940.0
388;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";2.0;113753.0
389;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.4;133680.0
390;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";3.0;55358.0
391;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.0;84768.0
392;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";1.6;12;"HDD";1024;0;"Nvidia";"windows";2.2;36976.0
393;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";2.7;71875.0
394;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"linux";2.3;41498.0
